Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID
EQ-2023-000015-TUR-0058,Metro AG,Consumer staples,Germany,Canadian Red Cross Society,cash,pledged,50000,"Donation to support emergency relief, recovery efforts, and resilience building activities in the affected areas.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-and-syria/metro-earthquakes-t-rkiye-and-syria,do-255,ro-17
EQ-2023-000015-TUR-0059,Mitsubishi Electric,Industrials,Japan,Embassy of the Republic of Turkey in Japan [government],cash,pledged,152672,JPY 20 million to aid victims of earthquakes that struck Southern Turkey.,Public reporting: https://www.mitsubishielectric.com/news/2023/0208.html,do-261,ro-196
EQ-2023-000015-TUR-0060,"Moderna, Inc.",Health Care,United States of America,International Medical Corps (IMC) [NGO],cash,pledged,1000000,"Moderna Charitable Foundation commitment. The Foundation will also match eligible Moderna employee donations.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/moderna-earthquakes-t-rkiye-and-syria,do-624,ro-54
EQ-2023-000015-TUR-0061,New York Life,Financials,United States of America,Save the Children [NGO],cash,pledged,100000,Immediate donation to Save the Children’s Emergency Fund.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/new-york-life-earthquakes-t-rkiye-and-syria,do-276,GB-COH-213890
EQ-2023-000015-TUR-0062,New York Life,Financials,United States of America,United Nations Children's Fund (UNICEF),cash,pledged,100000,Cash donation paid through UNICEF USA.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/new-york-life-earthquakes-t-rkiye-and-syria,do-276,XM-DAC-41122
EQ-2023-000015-TUR-0063,New York Life,Financials,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,100000,"Commitment to match employee donations up to $100,000.",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/new-york-life-earthquakes-t-rkiye-and-syria,do-276,US-EIN-13-5660870
EQ-2023-000015-TUR-0064,Novartis AG,Health care,Switzerland,Unspecified (see notes),cash,pledged,1000000,Commitment to helping the humanitarian effort.,Public reporting: https://www.novartis.com/news/novartis-expands-humanitarian-efforts-ukraine-through-donation-essential-medicines,do-281,ro-2
EQ-2023-000015-TUR-0065,Novelis Corporation,Industrials,United States of America,Unspecified (see notes),cash,pledged,26791,"Initial €25,000  contribution to help people in Turkey and Syria affected by the recent earthquake. Novelis will also match employee contributions.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/novelis-earthquakes-t-rkiye-and-syria,do-282,ro-2
EQ-2023-000015-TUR-0066,Novo Nordisk A/S,Energy,Denmark,Turkish Red Crescent / Türk Kızılay,cash,pledged,1000000,Cash donation.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-and-syria/novo-nordisk-earthquakes-t-rkiye-and-syria,do-283,ro-200
EQ-2023-000015-TUR-0067,Novo Nordisk A/S,Energy,Denmark,Multiple (see notes),cash,pledged,700000,Cash donation to the Danish Red Cross and Danish Refugee Council for Syria relief.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-and-syria/novo-nordisk-earthquakes-t-rkiye-and-syria,do-283,ro-1
EQ-2023-000015-TUR-0068,"Palo Alto Networks, Inc.",Information Technology,United States of America,Unspecified (see notes),cash,pledged,100000,"Cash donation to several organizations on the ground. The company will also be matching any personal donations of their employees to these organizations.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-and-syria/palo-alto-networks-earthquakes-t-rkiye-and-syria,do-625,ro-2
EQ-2023-000015-TUR-0069,Panasonic Holdings Corporation,Industrials,Japan,Multiple (see notes),cash,pledged,260989,"JPY 35 million to the Japanese Red Cross Society, Peace Winds Japan, and other regional organization to be used for relief efforts for disaster victims and reconstruction of the affected areas.",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/panasonic-group-earthquakes-t-rkiye-and-syria,do-626,ro-1
EQ-2023-000015-TUR-0070,Pearson Education,Consumer Discretionary,United Kingdom,International Rescue Committee (IRC) [NGO],cash,pledged,180000,"£150,000 to support immediate humanitarian relief efforts in Turkey and Syria.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/pearson-earthquakes-t-rkiye-and-syria,do-627,US-EIN-13-5660870
EQ-2023-000015-TUR-0071,"PepsiCo, Inc.",Consumer Staples,United States of America,Unspecified (see notes),cash,pledged,1200000,"PepsiCo and the PepsiCo Foundation donations, including employee donation matching, for humanitarian aid to Türkiye and Syria where the thousands impacted are facing sub-zero temperatures.",Public reporting: https://www.pepsico.com/our-stories/press-release/pepsico-and-the-pepsico-foundation-support-t%C3%BCrkiye-and-syria-earthquake-relief-efforts,do-295,ro-2
EQ-2023-000015-TUR-0072,Porsche AG,Consumer discretionary,Germany,Aktion Deutschland Hilft [NGO],cash,pledged,1068890,€1 million cash donation.,Public reporting: https://newsroom.porsche.com/en/2021/company/porsche-donation-one-million-euro-emergency-aid-aktion-deutschland-hilft-25238.html,do-302,ro-13
EQ-2023-000015-TUR-0073,POSCO,Industrials,South Korea,Korean Red Cross,cash,pledged,1000000,Cash donation to support emergency relief efforts in Turkey.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/posco-group-earthquakes-t-rkiye-and-syria,do-628,ro-197
EQ-2023-000015-TUR-0074,"Prudential Financial, Inc.",Financials,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,150000,"Prudential Foundation donated an initial $150,000 to International Rescue Committee and will separately launch an employee matching gifts campaign up to $50,000.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/prudential-foundation-earthquakes-t-rkiye-and-syria,do-629,US-EIN-13-5660870
EQ-2023-000015-TUR-0075,PricewaterhouseCoopers,Financials,United States of America,Multiple (see notes),cash,pledged,300000,PwC Charitable Foundation grants to CARE and Project HOPE to provide relief to communities impacted by earthquakes and aftershocks in the region. ,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/pwc-earthquakes-t-rkiye-and-syria,do-303,ro-1
EQ-2023-000015-TUR-0076,Ripple Labs Inc.,Financials,United States of America,Unspecified (see notes),cash,pledged,250000,"Ripple will donate $250,000 in XRP tokens. The company will also match all crypto donations 2:1 up to $750,000 USD. Any unmet match amount will be donated.
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/ripple-earthquakes-t-rkiye-and-syria,do-630,ro-2
EQ-2023-000015-TUR-0077,Rockwell Automation,Industrials,United States of America,Unspecified Red Cross / Red Crescent Society (see notes),cash,pledged,50000,Cash donation to the Red Cross to support relief efforts is Turkey and Syria.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/rockwell-automation-earthquakes-t-rkiye-and-syria,do-312,ro-3
EQ-2023-000015-TUR-0078,Royal Bank of Canada,Financials,Canada,Canadian Red Cross Society,cash,pledged,150000,Cash donation for immediate and future humanitarian needs following the earthquake that hit the region.,Public reporting: https://www.rbc.com/newsroom/news/article.html?article=125772,do-313,ro-17
EQ-2023-000015-TUR-0079,Samsung Electronics,Industrials,Republic of Korea,Ministry of the Interior Disaster and Emergency Management Presidency (AFAD) [government],cash,pledged,1500000,Cash donation.,Public reporting: https://www.samnews24.com/2023/02/10/samsung-pledges-3-million-dollars-for-turkey-earthquake-relief/#google_vignette,do-321,ro-198
EQ-2023-000015-TUR-0080,Samsung Electronics,Industrials,Republic of Korea,Unspecified (see notes),in-kind,pledged,1500000,"Donation of portable ultrasound diagnostic devices, home appliances for temporary lodgings for victims, digital educational tablets for children of affected families and home appliances repair service vehicles.",Public reporting: https://www.samnews24.com/2023/02/10/samsung-pledges-3-million-dollars-for-turkey-earthquake-relief/#google_vignette,do-321,ro-2
EQ-2023-000015-TUR-0081,Schwarz Group,Consumer staples,Germany,German Red Cross,cash,pledged,1075930,€1 million in emergency relief for the victims of the earthquake in the region.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-and-syria/schwarz-goup-earthquakes-t-rkiye-and-syria,do-443,ro-40
EQ-2023-000015-TUR-0082,Shell plc,Energy,United Kingdom,Unspecified (see notes),in-kind,pledged,1200000,"Vehicle and generator fuel donated to impacted areas. 
",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/shell-earthquakes-t-rkiye-and-syria,do-503,ro-2
EQ-2023-000015-TUR-0083,Shell plc,Energy,United Kingdom,Ministry of the Interior Disaster and Emergency Management Presidency (AFAD) [government],cash,pledged,1650000,"TLY 30 million initial corporate donation to AFAD, as well as matching staff donations.",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/shell-earthquakes-t-rkiye-and-syria,do-503,ro-198
EQ-2023-000015-TUR-0084,Siemens,Industrials,Germany,Unspecified (see notes),cash,pledged,534265,"€500,000 to help victims of the earthquake in Türkiye and Syria. ",Public reporting: https://press.siemens.com/global/en/pressrelease/siemens-donate-eu1-million-earthquake-victims-turkiye-and-syria,do-332,ro-2
EQ-2023-000015-TUR-0085,Siemens Healthineers,Health Care,Germany,Unspecified (see notes),cash,pledged,534265,"€500,000 to help victims of the earthquake in Türkiye and Syria. ",Public reporting: https://press.siemens.com/global/en/pressrelease/siemens-donate-eu1-million-earthquake-victims-turkiye-and-syria,do-631,ro-2
EQ-2023-000015-TUR-0086,Sony Group,Consumer discretionary,Japan,Save the Children [NGO],cash,pledged,74224,"JPY 10 million from the ""Emergency Disaster and Recovery Fund for Children"" jointly operated by Sony and Save the Children Japan.",Public reporting: https://www.sony.com/en/SonyInfo/News/Press/202302/23-006E/,do-342,GB-COH-213890
EQ-2023-000015-TUR-0087,Sony Group,Consumer discretionary,Japan,Multiple (see notes),cash,pledged,111336,"JPY 15 million cash donation to UNICEF, UNHCR, and Médecins Sans Frontières (MSF). ",Public reporting: https://www.sony.com/en/SonyInfo/News/Press/202302/23-006E/,do-342,ro-1
EQ-2023-000015-TUR-0088,Sony Group,Consumer discretionary,Japan,Unspecified (see notes),cash,pledged,25000,Donation from Sony Music Group.,Public reporting: https://www.sony.com/en/SonyInfo/News/Press/202302/23-006E/,do-342,ro-2
EQ-2023-000015-TUR-0089,Sony Group,Consumer discretionary,Japan,Unspecified (see notes),cash,pledged,21354,"€20,000 donation from Sony Europe for relief efforts in the region.",Public reporting: https://www.sony.com/en/SonyInfo/News/Press/202302/23-006E/,do-342,ro-2
EQ-2023-000015-TUR-0090,Starbucks Corporation,Consumer Discretionary,United States of America,Unspecified (see notes),cash,pledged,1000000,"The Starbucks Foundation, Starbucks Corporation, and Alshaya Group have committed at least $1 million for nonprofits focused on providing immediate relief and aid.",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/starbucks-earthquakes-t-rkiye-and-syria,do-632,ro-2
EQ-2023-000015-TUR-0091,Sumitomo Corporation,Industrials,Japan,Embassy of the Republic of Turkey in Japan [government],cash,pledged,66748,9 million JPY cash donation.,Public reporting: https://www.sumitomocorp.com/en/jp/news/topics/2023/group/20230213,do-633,ro-196
EQ-2023-000015-TUR-0092,Sumitomo Corporation,Industrials,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,14827,2 million JPY cash donation.,Public reporting: https://www.sumitomocorp.com/en/jp/news/topics/2023/group/20230213,do-633,XM-DAC-41121
EQ-2023-000015-TUR-0093,Sumitomo Corporation,Industrials,Japan,Ministry of the Interior Disaster and Emergency Management Presidency (AFAD) [government],cash,pledged,7413,1 million JPY cash donation.,Public reporting: https://www.sumitomocorp.com/en/jp/news/topics/2023/group/20230213,do-633,ro-198
EQ-2023-000015-TUR-0094,Boeing ,Industrials,United States of America,American Red Cross,cash,pledged,500000,Cash donation for relief efforts in Turkiye.,"Public reporting: https://boeing.mediaroom.com/2023-02-09-Boeing-Donates-500,000-USD-to-Earthquake-Recovery-and-Relief-Efforts-in-Turkey",do-69,ro-5
EQ-2023-000015-TUR-0095,Toyota Motor Corporation,Consumer discretionary,Japan,Unspecified (see notes),cash,pledged,1067425,"€1 million for immediate needs including food, water, clothing and shelter.",Public reporting: https://global.toyota/en/newsroom/corporate/38829035.html,do-370,ro-2
EQ-2023-000015-TUR-0096,Trane Technologies,Industrials,Ireland,Anadolu Halk ve Barış Platformu (AHBAP) [NGO],cash,pledged,100000,Donation to support local NGO.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/trane-technologies-earthquakes-t-rkiye-and-syria,do-634,ro-195
EQ-2023-000015-TUR-0097,"Uber Technologies, Inc.",Information Technology,United States of America,Anadolu Halk ve Barış Platformu (AHBAP) [NGO],cash,pledged,100000,Donation to support local NGO.,Public reporting: https://www.uber.com/newsroom/support-for-turkey/,do-374,ro-195
EQ-2023-000015-TUR-0098,"United Parcel Service, Inc.",Industrials,United States of America,Unspecified (see notes),in-kind,pledged,1000000,Commitment of at least $1 million in logistics support.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/ups-earthquakes-t-rkiye-and-syria,do-418,ro-2
EQ-2023-000015-TUR-0099,Volkswagen AG,Consumer discretionary,Germany,UNO-Flüchtlingshilfe (Germany for UNHCR),cash,pledged,533327,"€500,000 donation to support regions affected by the earthquake in Turkiye and Syria.",Public reporting: https://www.volkswagen-newsroom.com/en/press-releases/volkswagen-group-donates-one-million-euros-of-emergency-aid-to-help-those-affected-by-the-earthquake-in-turkey-and-syria-15436,do-395,ro-132
EQ-2023-000015-TUR-0100,Volkswagen AG,Consumer discretionary,Germany,German Red Cross,cash,pledged,533327,"€500,000 donation to support regions affected by the earthquake in Turkiye and Syria.",Public reporting: https://www.volkswagen-newsroom.com/en/press-releases/volkswagen-group-donates-one-million-euros-of-emergency-aid-to-help-those-affected-by-the-earthquake-in-turkey-and-syria-15436,do-395,ro-40
EQ-2023-000015-TUR-0101,Warner Bros. Entertainment Inc.,Consumer Discretionary,United States of America,Unspecified (see notes),cash,pledged,1000000,Pledge to donate  to local and global charities to help aid in the humanitarian crisis.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/warner-bros-earthquakes-t-rkiye-and-syria,do-642,ro-2
EQ-2023-000015-TUR-0102,Xerox Holdings Corporation,Industrials,United States of America,Save the Children [NGO],cash,pledged,25000,Cash donation to improve the lives of children and providing emergency aid.,Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-and-syria/xerox-earthquakes-t-rkiye-and-syria,do-643,GB-COH-213890
EQ-2023-000015-TUR-0103,Yardi Systems,Information Technology,United States of America,Unspecified (see notes),cash,pledged,1000000,Cash donation to four (unspecified) NGOs working in Turkey and Syria to provide humanitarian relief.,Public reporting: https://www.yardi.eu/yardi-contributes-to-earthquake-relief-in-turkey-and-syria/,do-644,ro-2
EQ-2023-000015-TUR-0104,Marks & Spencer,Consumer discretionary,United Kingdom,British Red Cross Society ,cash,pledged,60612,"£50,000 cash donation.",Public reporting: https://www.marksandspencer.com/c/turkey-syria-appeal,do-245,GB-CHC-220949
EQ-2023-000015-TUR-0105,3M,Consumer discretionary,United States of America,AKUT Search and Rescue Association,in-kind,paid,60000,Donation of protective items.,Bilateral report from American Chamber of Commerce in Turkiye (7-Mar-23),do-1,ro-201
EQ-2023-000015-TUR-0106,3M,Consumer discretionary,United States of America,Ministry of Health of the Republic of Türkiye [government],in-kind,paid,100000,Donation of a medical device.,Bilateral report from American Chamber of Commerce in Turkiye (7-Mar-23),do-1,ro-202
EQ-2023-000015-TUR-0107,Coloplast A/S,Health care,Denmark,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,36004,"CHF 33,000 for Syria response.",Bilateral report from donor (16-Mar-23). See also:  http://www.ifrc.org/docs/appeals/Active/MDRSY009.pdf.,do-520,XM-DAC-21018
EQ-2023-000015-TUR-0108,Freshfields Service Company,Financials,United Kingdom,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,1077,CHF 987 for Syria response.,Bilateral report from donor (16-Mar-23). See also:  http://www.ifrc.org/docs/appeals/Active/MDRSY009.pdf.,do-521,XM-DAC-21018
EQ-2023-000015-TUR-0109,Heubach Colorants Germany GMBH,Industrials,Germany,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,1309,"CHF 1,200 for Syria response.",Bilateral report from donor (16-Mar-23). See also:  http://www.ifrc.org/docs/appeals/Active/MDRSY009.pdf.,do-522,XM-DAC-21018
EQ-2023-000015-TUR-0110,KPMG LLP,Financials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,6546,"CHF 6,000 for Syria response.",Bilateral report from donor (16-Mar-23). See also:  http://www.ifrc.org/docs/appeals/Active/MDRSY009.pdf.,do-231,XM-DAC-21018
EQ-2023-000015-TUR-0111,Nike Foundation,Consumer discretionary,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,252954,"CHF 231,849 for Syria response.",Bilateral report from donor (16-Mar-23). See also:  http://www.ifrc.org/docs/appeals/Active/MDRSY009.pdf.,do-278,XM-DAC-21018
EQ-2023-000015-TUR-0112,Novartis AG,Health care,Switzerland,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,272757,"CHF 250,000 for Syria response.",Bilateral report from donor (16-Mar-23). See also:  http://www.ifrc.org/docs/appeals/Active/MDRSY009.pdf.,do-281,XM-DAC-21018
EQ-2023-000015-TUR-0113,Accenture,Financials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,587530,"CHF 538,621 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-7,XM-DAC-21018
EQ-2023-000015-TUR-0114,Bloomberg L.P.,Information technology,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,85000,"CHF 77,924 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-63,XM-DAC-21018
EQ-2023-000015-TUR-0115,Coloplast A/S,Health care,Denmark,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,35709,"CHF 32,736 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-520,XM-DAC-21018
EQ-2023-000015-TUR-0116,Danone S.A.,Consumer staples,France,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,541045,"CHF 496,006 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-115,XM-DAC-21018
EQ-2023-000015-TUR-0117,Freshfields Service Company,Financials,United Kingdom,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,2103,"CHF 1,928 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-521,XM-DAC-21018
EQ-2023-000015-TUR-0118,Nike Foundation,Consumer discretionary,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,512408,"CHF 469,753 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-278,XM-DAC-21018
EQ-2023-000015-TUR-0119,Novartis AG,Health care,Switzerland,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,272701,"CHF 250,000 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-281,XM-DAC-21018
EQ-2023-000015-TUR-0120,Procter & Gamble,Consumer staples,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,229210,"CHF 210,130 for Turkiye response.",Bilateral report from donor (16-Mar-23). See also: http://www.ifrc.org/docs/appeals/Active/MDRTR004.pdf.,do-304,XM-DAC-21018
EQ-2023-000015-TUR-0121,The Coca-Cola Company,Consumer staples,United States of America,Turkish Red Crescent / Türk Kızılay,cash,paid,1000000,"Cash donation for immediate relief as well as the restoration of elementary schools in Erciş and Van. In addition, Coca-Cola Içecek, the Company’s bottling partner in Turkey, has shipped several tractor-trailers of bottled water to the Turkish Red Crescent.",Public reporting: https://www.uschamberfoundation.org/aid-event/earthquakes-t-rkiye-turkey-and-syria/coca-cola-earthquakes-t-rkiye-and-syria,do-361,ro-200
